Class,Method,Field Name:Field Signature,Annotated In Library,Annotation,Annotation Visibility,Annotation Library,Count
org.apache.http.impl.client.MinimalHttpClient,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.auth.AuthState,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.conn.ssl.AllowAllHostnameVerifier,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.cookie.DefaultCookieSpecProvider,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.conn.routing.HttpRoute,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.client.BasicCookieStore,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.client.TargetAuthenticationStrategy,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.DefaultManagedHttpClientConnection,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.client.BasicCredentialsProvider,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.execchain.RetryExec,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.DefaultRoutePlanner,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.CPool,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.conn.socket.PlainConnectionSocketFactory,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
us.codecraft.webmagic.monitor.SpiderMonitor,-,-,us.codecraft:webmagic-extension:0.7.3,us.codecraft.webmagic.utils.Experimental,public,us.codecraft:webmagic-core:0.7.3,1
org.apache.http.impl.cookie.BasicPathHandler,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.auth.DigestSchemeFactory,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.auth.MalformedChallengeException,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.execchain.ConnectionHolder,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.ThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.conn.routing.RouteTracker,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.protocol.HttpClientContext,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.LoggingManagedHttpClientConnection,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.protocol.ResponseProcessCookies,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.conn.ConnectionShutdownException,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.impl.client.HttpClientBuilder,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.NotThreadSafe,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.protocol.ResponseContentEncoding,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
org.apache.http.client.protocol.RequestDefaultHeaders,-,-,org.apache.httpcomponents:httpclient:4.5.2,org.apache.http.annotation.Immutable,public,org.apache.httpcomponents:httpcore:4.4.4,1
