SPI	SPI Implementations
javax.annotation.processing.Processor	org.eclipse.sisu.space.SisuIndexAPT6,org.eclipse.sisu:org.eclipse.sisu.inject:0.3.0.M1
javax.annotation.processing.Processor	javaslang.match.PatternsProcessor,io.javaslang:javaslang-match:2.0.6
javax.annotation.processing.Processor	lombok.launch.AnnotationProcessorHider$AnnotationProcessor;org.projectlombok:lombok:1.16.10
javax.annotation.processing.Processor	org.jvnet.hudson.annotation_indexer.AnnotationProcessorImpl;org.jvnet.hudson:annotation-indexer:1.2;
javax.annotation.processing.Processor	org.jboss.logging.processor.apt.LoggingToolsProcessor,org.jboss.logging:jboss-logging-processor:1.2.0.Final
javax.annotation.processing.Processor	lombok.launch.AnnotationProcessorHider$AnnotationProcessor;org.projectlombok:lombok:1.18.8
org.apache.lucene.index.SortFieldProvider	,org.apache.lucene:lucene-core:8.10.1
org.jboss.shrinkwrap.api.GenericArchive	implementingClassName=org.jboss.shrinkwrap.impl.base.GenericArchiveImpl,org.jboss.shrinkwrap:shrinkwrap-impl-base:1.2.6
org/apache/activemq/transport/discoveryagent/multicast	class=org.apache.activemq.transport.discovery.multicast.MulticastDiscoveryAgentFactory,org.apache.activemq:activemq-client:5.16.0
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.hdfs.DFSClient$Renewer;org.apache.hadoop:hadoop-hdfs:2.2.0
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.mapreduce.v2.security.MRDelegationTokenRenewer,org.apache.hadoop:hadoop-mapreduce-client-common:2.7.1
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.hive.llap.security.LlapTokenIdentifier$Renewer;org.apache.hive:hive-llap-server:3.1.2
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.hive.llap.security.LlapTokenIdentifier$Renewer,org.apache.hive:hive-llap-server:3.1.2
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.yarn.security.AMRMTokenIdentifier$Renewer,org.apache.hadoop:hadoop-yarn-common:3.1.0
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.hdfs.DFSClient$Renewer,org.apache.hadoop:hadoop-hdfs:2.2.0
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier$Renewer;org.apache.hadoop:hadoop-mapreduce-client-core:2.7.1
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.mapreduce.v2.security.MRDelegationTokenRenewer;org.apache.hadoop:hadoop-mapreduce-client-common:2.7.1
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.yarn.security.AMRMTokenIdentifier$Renewer;org.apache.hadoop:hadoop-yarn-common:3.1.0
org.apache.hadoop.security.token.TokenRenewer	org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier$Renewer,org.apache.hadoop:hadoop-mapreduce-client-core:2.7.1
org.apache.xmlgraphics.image.loader.spi.ImageLoaderFactory	org.apache.xmlgraphics.image.loader.impl.imageio.ImageLoaderFactoryImageIO,org.apache.xmlgraphics:xmlgraphics-commons:1.5
org.slf4j.spi.SLF4JServiceProvider	org.apache.logging.slf4j.SLF4JServiceProvider;org.apache.logging.log4j:log4j-slf4j-impl:2.10.0
org.slf4j.spi.SLF4JServiceProvider	org.apache.logging.slf4j.SLF4JServiceProvider,org.apache.logging.log4j:log4j-slf4j-impl:2.10.0
org.apache.xml.dtm.DTMManager	org.apache.xml.dtm.ref.DTMManagerDefault,xalan:xalan:2.7.2
org.apache.xml.dtm.DTMManager	org.apache.xml.dtm.ref.DTMManagerDefault;xalan:xalan:2.7.0
io.grpc.ManagedChannelProvider	io.grpc.netty.NettyChannelProvider,io.grpc:grpc-netty:1.14.0
org.apache.lucene.analysis.util.TokenFilterFactory	,org.apache.lucene:lucene-analyzers-common:8.10.1
org.apache.lucene.analysis.util.TokenFilterFactory	,org.apache.lucene:lucene-analyzers-common:8.5.2
org.apache.commons.logging.LogFactory	org.apache.commons.logging.impl.SLF4JLogFactory,org.slf4j:jcl-over-slf4j:1.7.25
org.apache.commons.logging.LogFactory	org.apache.commons.logging.impl.SLF4JLogFactory,org.slf4j:jcl-over-slf4j:1.7.21
org.apache.commons.logging.LogFactory	org.apache.commons.logging.LogFactoryService,org.springframework:spring-jcl:5.3.2
org.apache.commons.logging.LogFactory	org.apache.commons.logging.impl.SLF4JLogFactory;org.slf4j:jcl-over-slf4j:1.7.21
org.apache.commons.logging.LogFactory	org.apache.commons.logging.LogFactoryService;org.springframework:spring-jcl:5.1.14.RELEASE
org.apache.commons.logging.LogFactory	org.apache.commons.logging.impl.SLF4JLogFactory;org.slf4j:jcl-over-slf4j:1.7.13
org.apache.commons.logging.LogFactory	org.apache.commons.logging.LogFactoryService;org.springframework:spring-jcl:5.1.0.RELEASE
org.apache.commons.logging.LogFactory	org.apache.commons.logging.impl.SLF4JLogFactory;org.slf4j:jcl-over-slf4j:1.7.25
org.apache.commons.logging.LogFactory	org.apache.commons.logging.LogFactoryService;org.springframework:spring-jcl:5.1.10.RELEASE
org.apache.commons.logging.LogFactory	org.apache.commons.logging.impl.SLF4JLogFactory,org.slf4j:jcl-over-slf4j:1.7.28
io.undertow.protocols.alpn.ALPNEngineManager	io.undertow.protocols.ssl.SNIAlpnEngineManager;io.undertow:undertow-core:2.0.29.Final
org.apache.hadoop.mapreduce.protocol.ClientProtocolProvider	org.apache.hadoop.mapred.LocalClientProtocolProvider;org.apache.hadoop:hadoop-mapreduce-client-common:2.7.1
org.apache.hadoop.mapreduce.protocol.ClientProtocolProvider	org.apache.hadoop.mapred.YarnClientProtocolProvider,org.apache.hadoop:hadoop-mapreduce-client-jobclient:2.7.1
org.apache.hadoop.mapreduce.protocol.ClientProtocolProvider	org.apache.hadoop.mapred.YarnClientProtocolProvider;org.apache.hadoop:hadoop-mapreduce-client-jobclient:2.7.1
org.apache.hadoop.mapreduce.protocol.ClientProtocolProvider	org.apache.hadoop.mapred.LocalClientProtocolProvider,org.apache.hadoop:hadoop-mapreduce-client-common:2.7.1
com.sun.jdi.connect.Connector	,com.sun:tools:1.8
com.sun.jdi.connect.Connector	,com.alibaba:tools:1.8.0
org.apache.logging.log4j.message.ThreadDumpMessage$ThreadInfoFactory	org.apache.logging.log4j.core.message.ExtendedThreadInfoFactory,org.apache.logging.log4j:log4j-core:2.13.2
org.apache.logging.log4j.message.ThreadDumpMessage$ThreadInfoFactory	org.apache.logging.log4j.core.message.ExtendedThreadInfoFactory,org.apache.logging.log4j:log4j-core:2.13.3
org.apache.logging.log4j.message.ThreadDumpMessage$ThreadInfoFactory	org.apache.logging.log4j.core.message.ExtendedThreadInfoFactory;org.apache.logging.log4j:log4j-core:2.13.2
javax.security.sasl.SaslClientFactory	,org.jboss.sasl:jboss-sasl:1.0.5.Final
javax.security.sasl.SaslServerFactory	,org.jboss.sasl:jboss-sasl:1.0.5.Final
org.apache.xalan.extensions.bsf.BSFManager	org.apache.bsf.BSFManager,xalan:xalan:2.7.2
org.apache.xalan.extensions.bsf.BSFManager	org.apache.bsf.BSFManager;xalan:xalan:2.7.0
org.apache.logging.log4j.spi.Provider	org.apache.logging.log4j.core.impl.Log4jProvider,org.apache.logging.log4j:log4j-core:2.13.2
org.apache.logging.log4j.spi.Provider	org.apache.logging.log4j.core.impl.Log4jProvider,org.apache.logging.log4j:log4j-core:2.13.3
org.apache.logging.log4j.spi.Provider	org.apache.logging.slf4j.SLF4JProvider;org.apache.logging.log4j:log4j-to-slf4j:2.11.2
org.apache.logging.log4j.spi.Provider	org.apache.logging.log4j.core.impl.Log4jProvider;org.apache.logging.log4j:log4j-core:2.13.2
javax.money.spi.MonetaryAmountsSingletonQuerySpi	org.javamoney.moneta.internal.DefaultMonetaryAmountsSingletonQuerySpi,org.javamoney.moneta:moneta-core:1.3
javax.money.spi.MonetaryAmountsSingletonQuerySpi	org.javamoney.moneta.internal.DefaultMonetaryAmountsSingletonQuerySpi;org.javamoney.moneta:moneta-core:1.3
org/apache/activemq/transport/discoveryagent/simple	class=org.apache.activemq.transport.discovery.simple.SimpleDiscoveryAgentFactory,org.apache.activemq:activemq-client:5.16.0
com.sun.jersey.spi.HeaderDelegateProvider	com.sun.jersey.core.impl.provider.header.LocaleProvider;com.sun.jersey:jersey-core:1.19.1
com.sun.jersey.spi.HeaderDelegateProvider	com.sun.jersey.core.impl.provider.header.LocaleProvider;com.sun.jersey:jersey-core:1.9
com.sun.jersey.spi.HeaderDelegateProvider	com.sun.jersey.core.impl.provider.header.LocaleProvider,com.sun.jersey:jersey-core:1.9
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.mapreduce.security.token.delegation.DelegationTokenIdentifier;org.apache.hadoop:hadoop-mapreduce-client-core:2.7.1
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.hdfs.security.token.block.BlockTokenIdentifier,org.apache.hadoop:hadoop-hdfs:2.2.0
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.mapreduce.security.token.delegation.DelegationTokenIdentifier,org.apache.hadoop:hadoop-mapreduce-client-core:2.7.1
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.hdfs.security.token.block.BlockTokenIdentifier;org.apache.hadoop:hadoop-hdfs:2.2.0
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.mapreduce.v2.api.MRDelegationTokenIdentifier;org.apache.hadoop:hadoop-mapreduce-client-common:2.7.1
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.hive.llap.security.LlapTokenIdentifier,org.apache.hive:hive-llap-common:3.1.2
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.mapreduce.v2.api.MRDelegationTokenIdentifier,org.apache.hadoop:hadoop-mapreduce-client-common:2.7.1
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.hive.llap.security.LlapTokenIdentifier;org.apache.hive:hive-llap-common:3.1.2
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.yarn.security.ContainerTokenIdentifier;org.apache.hadoop:hadoop-yarn-common:3.1.0
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.hbase.security.token.AuthenticationTokenIdentifier;org.apache.hbase:hbase-client:2.0.0-alpha4
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.yarn.security.ContainerTokenIdentifier,org.apache.hadoop:hadoop-yarn-common:3.1.0
org.apache.hadoop.security.token.TokenIdentifier	org.apache.hadoop.hbase.security.token.AuthenticationTokenIdentifier,org.apache.hbase:hbase-client:2.0.0-alpha4
io.undertow.predicate.PredicateBuilder	io.undertow.predicate.PathMatchPredicate$Builder;io.undertow:undertow-core:2.0.29.Final
io.undertow.predicate.PredicateBuilder	io.undertow.servlet.predicate.DispatcherTypePredicate$Builder;io.undertow:undertow-servlet:2.0.29.Final
org.glassfish.jersey.internal.spi.ForcedAutoDiscoverable	org.glassfish.jersey.server.wadl.internal.WadlAutoDiscoverable;org.glassfish.jersey.core:jersey-server:2.25.1
org.glassfish.jersey.internal.spi.ForcedAutoDiscoverable	org.glassfish.jersey.jaxb.internal.JaxbAutoDiscoverable;org.glassfish.jersey.media:jersey-media-jaxb:2.25.1
org.glassfish.jersey.internal.spi.ForcedAutoDiscoverable	org.glassfish.jersey.server.wadl.internal.WadlAutoDiscoverable,org.glassfish.jersey.core:jersey-server:2.25.1
org.glassfish.jersey.internal.spi.ForcedAutoDiscoverable	org.glassfish.jersey.jaxb.internal.JaxbAutoDiscoverable,org.glassfish.jersey.media:jersey-media-jaxb:2.25.1
net.sf.ehcache.EhcacheInit	net.sf.ehcache.EhcacheCoreInit;net.sf.ehcache:ehcache-core:2.6.11
org.codehaus.stax2.validation.XMLValidationSchemaFactory.dtd	com.ctc.wstx.dtd.DTDSchemaFactory;com.fasterxml.woodstox:woodstox-core:5.0.3
org.codehaus.stax2.validation.XMLValidationSchemaFactory.dtd	com.ctc.wstx.dtd.DTDSchemaFactory;org.codehaus.woodstox:woodstox-core-asl:4.4.1
org.codehaus.stax2.validation.XMLValidationSchemaFactory.dtd	com.ctc.wstx.dtd.DTDSchemaFactory,org.codehaus.woodstox:woodstox-core-asl:4.4.1
org.apache.lucene.codecs.DocValuesFormat	,org.apache.lucene:lucene-core:8.5.2
org.apache.lucene.codecs.DocValuesFormat	,org.apache.lucene:lucene-core:8.10.1
javax.xml.validation.SchemaFactory	org.apache.xerces.jaxp.validation.XMLSchemaFactory;xerces:xercesImpl:2.8.1
javax.xml.validation.SchemaFactory	org.apache.xerces.jaxp.validation.XMLSchemaFactory;xerces:xercesImpl:2.10.0
javax.xml.validation.SchemaFactory	org.apache.xerces.jaxp.validation.XMLSchemaFactory,xerces:xercesImpl:2.8.1
org.jboss.shrinkwrap.api.importer.ExplodedImporter	implementingClassName=org.jboss.shrinkwrap.impl.base.importer.ExplodedImporterImpl,org.jboss.shrinkwrap:shrinkwrap-impl-base:1.2.6
org.jboss.marshalling.ProviderDescriptor	,org.jboss.marshalling:jboss-marshalling-river:1.4.10.Final
org.glassfish.hk2.extension.ServiceLocatorGenerator	org.jvnet.hk2.external.generator.ServiceLocatorGeneratorImpl;org.glassfish.hk2:hk2-locator:2.5.0-b32
org.glassfish.hk2.extension.ServiceLocatorGenerator	org.jvnet.hk2.external.generator.ServiceLocatorGeneratorImpl,org.glassfish.hk2:hk2-locator:2.5.0-b32
org.glassfish.hk2.extension.ServiceLocatorGenerator	org.jvnet.hk2.external.generator.ServiceLocatorGeneratorImpl;org.glassfish.hk2:hk2-locator:2.5.0-b05
org.glassfish.hk2.extension.ServiceLocatorGenerator	org.jvnet.hk2.external.generator.ServiceLocatorGeneratorImpl,org.glassfish.hk2:hk2-locator:2.5.0-b05
org.apache.tika.detect.Detector	;org.apache.tika:tika-parsers:1.24.1
org.jboss.shrinkwrap.api.exporter.ZipExporter	implementingClassName=org.jboss.shrinkwrap.impl.base.exporter.zip.ZipExporterImpl,org.jboss.shrinkwrap:shrinkwrap-impl-base:1.2.6
org/apache/activemq/transport/failover	class=org.apache.activemq.transport.failover.FailoverTransportFactory,org.apache.activemq:activemq-client:5.16.0
org.owasp.dependencycheck.data.update.CachedWebDataSource	org.owasp.dependencycheck.data.update.NvdCveUpdater,org.owasp:dependency-check-core:6.4.2-SNAPSHOT
org.codehaus.groovy.source.Extensions	,org.codehaus.groovy:groovy:2.3.9
org.codehaus.groovy.source.Extensions	;org.codehaus.groovy:groovy:2.4.0
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http.Http1FieldPreEncoder;org.eclipse.jetty:jetty-runner:9.3.20.v20170531
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http.Http1FieldPreEncoder;org.eclipse.jetty:jetty-http:9.3.20.v20170531
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http.Http1FieldPreEncoder,org.eclipse.jetty:jetty-runner:9.3.20.v20170531
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http.Http1FieldPreEncoder,org.eclipse.jetty:jetty-http:9.3.20.v20170531
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http.Http1FieldPreEncoder,org.eclipse.jetty:jetty-http:9.4.42.v20210604
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http.Http1FieldPreEncoder;org.eclipse.jetty:jetty-http:9.4.12.v20180830
org.eclipse.jetty.http.HttpFieldPreEncoder	org.eclipse.jetty.http2.hpack.HpackFieldPreEncoder,org.eclipse.jetty.http2:http2-hpack:9.4.42.v20210604
io.undertow.websockets.jsr.WebsocketClientSslProvider	io.undertow.websockets.jsr.DefaultWebSocketClientSslProvider;io.undertow:undertow-websockets-jsr:2.0.29.Final
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,com.fasterxml.jackson.core:jackson-core:2.11.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,com.fasterxml.jackson.core:jackson-core:2.10.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,org.apache.htrace:htrace-core:3.2.0-incubating
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,com.fasterxml.jackson.core:jackson-core:2.13.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,com.fasterxml.jackson.core:jackson-core:2.12.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.8.6
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.11.1
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.11.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.11.3
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.9.9
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.10.3
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;org.apache.htrace:htrace-core:3.2.0-incubating
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;org.apache.kylin:kylin-jdbc:2.0.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.10.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.dataformat.yaml.YAMLFactory;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.10.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.dataformat.yaml.YAMLFactory,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.10.0
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.12.4
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.12.3
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;org.apache.htrace:htrace-core4:4.1.0-incubating
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.9.10
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core:jackson-core:2.12.5
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,com.fasterxml.jackson.core:jackson-core:2.12.3
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,com.fasterxml.jackson.core:jackson-core:2.12.2
com.fasterxml.jackson.core.JsonFactory	com.fasterxml.jackson.core.JsonFactory,org.apache.kylin:kylin-jdbc:2.0.0
javax.money.spi.RoundingProviderSpi	org.javamoney.moneta.internal.DefaultRoundingProvider;org.javamoney.moneta:moneta-core:1.3
javax.money.spi.RoundingProviderSpi	org.javamoney.moneta.internal.DefaultRoundingProvider,org.javamoney.moneta:moneta-core:1.3
com.linecorp.armeria.common.thrift.ThriftProtocolFactoryProvider	com.linecorp.armeria.internal.common.thrift.DefaultThriftProtocolFactoryProvider,com.linecorp.armeria:armeria-thrift0.13:1.3.0
com.linecorp.armeria.server.docs.DocServicePlugin	com.linecorp.armeria.internal.server.annotation.AnnotatedDocServicePlugin,com.linecorp.armeria:armeria:1.3.0
com.linecorp.armeria.server.docs.DocServicePlugin	com.linecorp.armeria.internal.server.thrift.ThriftDocServicePlugin,com.linecorp.armeria:armeria-thrift0.13:1.3.0
io.undertow.servlet.ServletExtension	io.undertow.websockets.jsr.Bootstrap;io.undertow:undertow-websockets-jsr:2.0.29.Final
javax.json.bind.spi.JsonbProvider	org.eclipse.yasson.JsonBindingProvider;org.eclipse:yasson:1.0.6
org.apache.hadoop.hbase.metrics.MBeanSource	org.apache.hadoop.hbase.metrics.MBeanSourceImpl,org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org.apache.hadoop.hbase.metrics.MBeanSource	org.apache.hadoop.hbase.metrics.MBeanSourceImpl;org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
javax.validation.spi.ValidationProvider	org.hibernate.validator.HibernateValidator;org.hibernate.validator:hibernate-validator:6.0.18.Final
javax.validation.spi.ValidationProvider	org.hibernate.validator.HibernateValidator;org.hibernate:hibernate-validator:5.1.0.Final
javax.validation.spi.ValidationProvider	org.hibernate.validator.HibernateValidator;org.hibernate:hibernate-validator:5.2.2.Final
javax.validation.spi.ValidationProvider	org.apache.bval.jsr.ApacheValidationProvider,org.apache.bval:bval-jsr:2.0.5
javax.validation.spi.ValidationProvider	org.hibernate.validator.HibernateValidator;org.hibernate.validator:hibernate-validator:6.0.17.Final
javax.jdo.PersistenceManagerFactory	org.datanucleus.api.jdo.JDOPersistenceManagerFactory;org.datanucleus:datanucleus-api-jdo:4.2.4
javax.jdo.PersistenceManagerFactory	org.datanucleus.api.jdo.JDOPersistenceManagerFactory,org.datanucleus:datanucleus-api-jdo:4.2.4
org/apache/activemq/transport/nio+ssl	class=org.apache.activemq.transport.nio.NIOSSLTransportFactory,org.apache.activemq:activemq-client:5.16.0
org.apache.tika.parser.Parser	;org.apache.tika:tika-parsers:1.24.1
com.sun.jersey.spi.container.ResourceMethodCustomInvokerDispatchProvider	com.sun.jersey.server.impl.model.method.dispatch.VoidVoidDispatchProvider,com.sun.jersey:jersey-server:1.9
com.sun.jersey.spi.container.ResourceMethodCustomInvokerDispatchProvider	com.sun.jersey.server.impl.model.method.dispatch.VoidVoidDispatchProvider;com.sun.jersey:jersey-server:1.9
javax.enterprise.inject.spi.CDIProvider	org.jboss.weld.servlet.StaticWeldProvider;org.jboss.weld.se:weld-se-core:2.1.2.Final
org.apache.hadoop.hbase.master.MetricsMasterQuotaSourceFactory	org.apache.hadoop.hbase.master.MetricsMasterQuotaSourceFactoryImpl;org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org.apache.hadoop.hbase.master.MetricsMasterQuotaSourceFactory	org.apache.hadoop.hbase.master.MetricsMasterQuotaSourceFactoryImpl,org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
javax.xml.stream.XMLInputFactory	com.ctc.wstx.stax.WstxInputFactory;org.codehaus.woodstox:woodstox-core-asl:4.4.1
javax.xml.stream.XMLInputFactory	com.ctc.wstx.stax.WstxInputFactory;com.fasterxml.woodstox:woodstox-core:5.0.3
javax.xml.stream.XMLInputFactory	com.ctc.wstx.stax.WstxInputFactory,org.codehaus.woodstox:woodstox-core-asl:4.4.1
org/apache/activemq/wireformat/default	class=org.apache.activemq.openwire.OpenWireFormatFactory,org.apache.activemq:activemq-client:5.16.0
io.undertow.attribute.ExchangeAttributeBuilder	io.undertow.servlet.attribute.ServletRequestAttribute$Builder;io.undertow:undertow-servlet:2.0.29.Final
io.undertow.attribute.ExchangeAttributeBuilder	io.undertow.attribute.RelativePathAttribute$Builder;io.undertow:undertow-core:2.0.29.Final
org.jboss.shrinkwrap.api.spec.ResourceAdapterArchive	implementingClassName=org.jboss.shrinkwrap.impl.base.spec.ResourceAdapterArchiveImpl,org.jboss.shrinkwrap:shrinkwrap-impl-base:1.2.6
javax.json.spi.JsonProvider	org.apache.johnzon.core.JsonProviderImpl;org.apache.johnzon:johnzon-core:1.2.14
javax.json.spi.JsonProvider	org.apache.johnzon.core.JsonProviderImpl;org.apache.johnzon:johnzon-core:1.1.11
javax.json.spi.JsonProvider	org.glassfish.json.JsonProviderImpl;org.glassfish:jakarta.json:module
com.sun.jersey.spi.inject.InjectableProvider	com.sun.jersey.core.impl.provider.xml.SAXParserContextProvider,com.sun.jersey:jersey-core:1.9
com.sun.jersey.spi.inject.InjectableProvider	com.sun.jersey.core.impl.provider.xml.SAXParserContextProvider;com.sun.jersey:jersey-core:1.19.1
com.sun.jersey.spi.inject.InjectableProvider	com.sun.jersey.core.impl.provider.xml.SAXParserContextProvider;com.sun.jersey:jersey-core:1.9
io.grpc.NameResolverProvider	io.grpc.internal.DnsNameResolverProvider,io.grpc:grpc-core:1.14.0
io.undertow.protocols.alpn.ALPNProvider	;io.undertow:undertow-core:2.0.29.Final
lombok.installer.IdeLocationProvider	lombok.installer.eclipse.AngularIDELocationProvider;org.projectlombok:lombok:1.18.8
lombok.installer.IdeLocationProvider	lombok.installer.eclipse.EclipseLocationProvider;org.projectlombok:lombok:1.16.10
javax.money.spi.MonetaryCurrenciesSingletonSpi	org.javamoney.moneta.internal.DefaultMonetaryCurrenciesSingletonSpi;org.javamoney.moneta:moneta-core:1.3
javax.money.spi.MonetaryCurrenciesSingletonSpi	org.javamoney.moneta.internal.DefaultMonetaryCurrenciesSingletonSpi,org.javamoney.moneta:moneta-core:1.3
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider,com.alibaba:fastjson:1.2.76
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.73
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.62
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.76
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.75
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.68
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.28
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider,com.alibaba:fastjson:1.2.73
javax.ws.rs.ext.Providers	com.alibaba.fastjson.support.jaxrs.FastJsonProvider;com.alibaba:fastjson:1.2.50
org/apache/activemq/transport/discoveryagent/static	class=org.apache.activemq.transport.discovery.simple.SimpleDiscoveryAgentFactory,org.apache.activemq:activemq-client:5.16.0
lombok.installer.IdeFinder	lombok.installer.eclipse.EclipseFinder;org.projectlombok:lombok:1.16.10
org.apache.logging.log4j.core.util.ContextDataProvider	org.apache.logging.log4j.core.impl.ThreadContextDataProvider,org.apache.logging.log4j:log4j-core:2.13.2
org.apache.logging.log4j.core.util.ContextDataProvider	org.apache.logging.log4j.core.impl.ThreadContextDataProvider,org.apache.logging.log4j:log4j-core:2.13.3
org.apache.logging.log4j.core.util.ContextDataProvider	org.apache.logging.log4j.core.impl.ThreadContextDataProvider;org.apache.logging.log4j:log4j-core:2.13.2
lombok.javac.JavacASTVisitor	lombok.javac.handlers.HandleFieldDefaults;org.projectlombok:lombok:1.16.10
lombok.javac.JavacASTVisitor	lombok.javac.handlers.HandleFieldDefaults;org.projectlombok:lombok:1.18.8
org.jboss.shrinkwrap.resolver.api.maven.ConfigurableMavenResolverSystem	org.jboss.shrinkwrap.resolver.impl.maven.ConfigurableMavenResolverSystemImpl,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven:2.2.6
org/apache/activemq/transport/	null,org.apache.activemq:activemq-client:5.16.0
org.apache.groovy.json.FastStringServiceFactory	org.apache.groovy.json.DefaultFastStringServiceFactory;org.codehaus.groovy:groovy-json:3.0.8
lombok.eclipse.EclipseASTVisitor	lombok.eclipse.handlers.HandleFieldDefaults;org.projectlombok:lombok:1.18.8
lombok.eclipse.EclipseASTVisitor	lombok.eclipse.handlers.HandleFieldDefaults;org.projectlombok:lombok:1.16.10
